iteration,p0_x,p0_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,p7_x,p7_y,p8_x,p8_y,p9_x,p9_y,p10_x,p10_y,p11_x,p11_y,p12_x,p12_y,p13_x,p13_y,p14_x,p14_y,p15_x,p15_y,p16_x,p16_y,p17_x,p17_y,p18_x,p18_y,p19_x,p19_y,p20_x,p20_y,p21_x,p21_y,p22_x,p22_y,p23_x,p23_y,p24_x,p24_y,p25_x,p25_y,p26_x,p26_y,p27_x,p27_y,p28_x,p28_y,p29_x,p29_y,p30_x,p30_y,p31_x,p31_y,p32_x,p32_y,p33_x,p33_y,p34_x,p34_y,p35_x,p35_y,p36_x,p36_y,p37_x,p37_y,p38_x,p38_y,p39_x,p39_y,p40_x,p40_y,p41_x,p41_y,p42_x,p42_y,p43_x,p43_y,p44_x,p44_y,p45_x,p45_y,p46_x,p46_y,p47_x,p47_y,p48_x,p48_y,p49_x,p49_y,global_best_x,global_best_y,global_best_value
92,15.6148,15.7744,15.5764,15.3622,15.8086,15.8912,15.8262,15.6427,15.6697,15.5415,15.5280,15.4949,15.2601,15.1866,15.6760,15.5005,15.8320,15.2687,15.5615,15.6202,15.6270,15.6077,15.7268,15.4866,15.5021,15.5162,15.5668,15.6721,15.6959,15.6574,15.5654,15.5946,15.7761,15.6714,15.7185,15.5718,15.3956,15.7710,15.6446,15.6905,15.6351,15.6321,15.4981,15.8414,15.7783,15.5053,15.4482,15.7110,15.6611,15.6031,15.7606,15.7077,15.5867,15.6422,15.6262,15.5877,15.2046,15.6878,15.6679,15.8037,15.9375,15.4826,15.3992,15.7308,15.5995,15.5647,15.3780,15.4347,15.9201,15.5567,15.5041,15.5898,15.5145,15.5750,15.7368,15.3044,15.7370,15.5164,15.6672,15.6072,15.6758,15.6769,15.7689,15.6954,15.6120,15.5892,15.6473,15.5924,15.6731,15.6885,15.6423,15.5588,15.6294,15.5838,15.8062,15.8180,15.6342,15.5738,15.6312,15.5946,15.629382,15.583850,828.365620
94,15.6116,15.8161,15.6015,15.4672,15.7106,15.7231,15.7467,15.6189,15.7300,15.4781,15.5171,15.4853,15.5032,15.4481,15.3852,16.0198,15.7111,15.4567,15.4567,15.6764,15.6248,15.6290,15.8226,15.3909,15.3620,15.4419,15.5572,15.6856,15.7593,15.7276,15.5737,15.5932,15.7990,15.6851,15.7530,15.5671,15.3029,15.8453,15.5516,15.0395,15.6365,15.6435,15.5495,15.7405,15.7776,15.5056,15.5275,15.6553,15.7424,15.6525,15.9303,15.8677,15.6042,15.6182,15.6223,15.5926,15.4264,15.6335,15.6576,15.7448,15.6848,15.5657,15.5416,15.6399,15.6050,15.5682,15.5540,15.5391,15.7225,15.5752,15.5956,15.5854,15.6346,15.5843,15.6988,15.4032,15.7807,15.4891,15.6919,15.6225,15.6407,15.6065,15.7997,15.7201,15.6222,15.5861,15.6700,15.6032,15.6819,15.7096,15.6375,15.5682,15.6294,15.5838,15.7719,15.7726,15.5992,15.6473,15.6390,15.6399,15.629382,15.583850,828.365620
96,15.6195,15.7124,15.6310,15.5907,15.7133,15.7278,15.7962,15.6337,15.6466,15.5657,15.6497,15.6017,15.4367,15.3765,15.4967,15.8208,15.7250,15.4352,15.4376,15.6866,15.6245,15.6324,15.7882,15.4253,15.5021,15.5163,15.5596,15.6822,15.6992,15.6611,15.4960,15.6063,15.5984,15.5653,15.7714,15.5646,15.5032,15.6849,15.6377,15.6419,15.6421,15.6911,15.5883,15.6645,15.7550,15.5176,15.4378,15.7182,15.7345,15.6477,15.8326,15.7755,15.5988,15.6256,15.6186,15.5970,15.7193,15.5618,15.6462,15.6801,15.7710,15.5374,15.3886,15.7375,15.6119,15.5726,15.6810,15.6145,15.8745,15.5610,15.4818,15.5908,15.5605,15.5785,15.6888,15.4292,15.7110,15.5328,15.6788,15.6144,15.6230,15.5711,15.6906,15.6328,15.5867,15.5970,15.6844,15.6101,15.6937,15.7380,15.6539,15.5364,15.6294,15.5838,15.8099,15.8229,15.6312,15.5800,15.6431,15.6640,15.629382,15.583850,828.365620
98,15.6229,15.6686,15.6003,15.4620,15.7790,15.8405,15.7520,15.6205,15.7658,15.4404,15.4908,15.4622,15.4420,15.3823,15.6409,15.5633,15.8441,15.2500,15.6419,15.5771,15.6239,15.6384,15.7479,15.4655,15.4347,15.4805,15.5451,15.7026,15.6896,15.6505,15.4971,15.6061,15.8396,15.7093,15.7625,15.5658,15.3960,15.7707,15.5750,15.2031,15.6415,15.6862,15.6131,15.6159,15.7574,15.5163,15.4270,15.7259,15.6697,15.6084,15.7298,15.6785,15.6026,15.6204,15.6189,15.5967,14.9257,15.7561,15.6651,15.7878,15.8068,15.5256,15.4891,15.6734,15.6086,15.5705,15.4014,15.4485,15.9061,15.5580,15.5688,15.5867,15.5946,15.5812,15.7448,15.2836,15.7789,15.4902,15.6646,15.6056,15.6902,15.7057,15.6273,15.5822,15.6317,15.5831,15.6819,15.6089,15.7087,15.7737,15.6716,15.5021,15.6294,15.5838,15.8100,15.8231,15.6265,15.5899,15.6428,15.6623,15.629382,15.583850,828.365620
100,15.6022,15.9378,15.5800,15.3770,15.7637,15.8141,15.6142,15.5793,15.6768,15.5340,15.5828,15.5430,15.3488,15.2819,15.5669,15.6954,15.8137,15.2972,15.4337,15.6887,15.6235,15.6415,15.6141,15.5991,15.4521,15.4897,15.5822,15.6504,15.7515,15.7190,15.5631,15.5950,15.7033,15.6279,15.6313,15.5836,15.6168,15.5939,15.5939,15.3353,15.6410,15.6814,15.5550,15.7297,15.7607,15.5145,15.5811,15.6177,15.7053,15.6300,15.9189,15.8569,15.6174,15.6003,15.6284,15.5850,15.5985,15.5914,15.6503,15.7035,15.6921,15.5633,15.4462,15.7008,15.5728,15.5476,15.2998,15.3882,15.6827,15.5789,15.4689,15.5915,15.5792,15.5800,15.6896,15.4273,15.8684,15.4342,15.6847,15.6180,15.6426,15.6103,15.8522,15.7621,15.5806,15.5989,15.6173,15.5781,15.7336,15.8333,15.6470,15.5497,15.6294,15.5838,15.6892,15.6632,15.6051,15.6348,15.6517,15.7148,15.629382,15.583850,828.365620
102,15.6022,15.9384,15.5605,15.2954,15.8420,15.9484,15.8451,15.6484,15.6720,15.5390,15.5067,15.4762,15.3833,15.3191,15.4185,15.9605,15.7590,15.3823,15.4808,15.6635,15.6260,15.6176,15.7519,15.4615,15.6249,15.5814,15.5367,15.7145,15.6366,15.5919,15.5014,15.6054,15.7724,15.6692,15.7449,15.5682,15.2691,15.8724,15.6047,15.4113,15.6309,15.5967,15.5952,15.6510,15.7205,15.5357,15.5167,15.6629,15.6844,15.6173,15.6785,15.6302,15.6056,15.6164,15.6176,15.5983,15.2679,15.6723,15.6499,15.7008,16.0934,15.4314,15.3568,15.7579,15.6072,15.5696,15.8191,15.6965,15.9221,15.5566,15.4608,15.5918,15.5788,15.5799,15.7682,15.2227,15.6961,15.5421,15.6570,15.6009,15.6932,15.7117,15.6879,15.6307,15.6180,15.5873,15.7390,15.6361,15.6593,15.6554,15.6350,15.5730,15.6294,15.5838,15.8628,15.8931,15.6287,15.5854,15.6374,15.6307,15.629382,15.583850,828.365620
104,15.6028,15.9303,15.6207,15.5475,15.7212,15.7414,15.7061,15.6068,15.6693,15.5418,15.6294,15.5839,15.2254,15.1493,15.5204,15.7785,15.7694,15.3662,15.5154,15.6449,15.6236,15.6408,15.7216,15.4918,15.5263,15.5291,15.6218,15.5945,15.7417,15.7081,15.6335,15.5832,15.6780,15.6129,15.6703,15.5783,15.3340,15.8204,15.6045,15.4100,15.6446,15.7122,15.6074,15.6269,15.8069,15.4901,15.2976,15.8166,15.6886,15.6198,15.8743,15.8148,15.5997,15.6244,15.6267,15.5872,15.1733,15.6955,15.6477,15.6885,15.6709,15.5702,15.4709,15.6850,15.5900,15.5586,15.6690,15.6074,15.5885,15.5877,15.5599,15.5871,15.5608,15.5786,15.7899,15.1662,15.7392,15.5151,15.6806,15.6155,15.6456,15.6164,15.8426,15.7544,15.6096,15.5899,15.6613,15.5991,15.7192,15.7989,15.6711,15.5031,15.6294,15.5838,15.8709,15.9038,15.6061,15.6327,15.6458,15.6797,15.629382,15.583850,828.365620
106,15.6083,15.8584,15.5563,15.2779,15.7496,15.7900,15.7904,15.6320,15.6955,15.5143,15.5002,15.4705,15.6068,15.5595,15.5989,15.6383,15.7182,15.4458,15.5451,15.6290,15.6223,15.6540,15.7884,15.4251,15.4187,15.4720,15.5086,15.7542,15.7177,15.6816,15.4902,15.6073,15.7985,15.6848,15.7162,15.5721,15.6130,15.5970,15.5842,15.2678,15.6300,15.5894,15.5625,15.7150,15.7744,15.5073,15.6384,15.5775,15.7172,15.6372,15.7542,15.7015,15.6052,15.6169,15.6290,15.5843,15.3127,15.6614,15.6577,15.7453,15.8897,15.4983,15.5192,15.6542,15.6060,15.5688,15.3075,15.3928,15.7769,15.5701,15.5043,15.5898,15.5518,15.5779,15.6398,15.5567,15.7804,15.4893,15.6370,15.5886,15.6522,15.6297,15.6963,15.6374,15.5762,15.6002,15.6875,15.6116,15.6396,15.6083,15.6627,15.5193,15.6294,15.5838,15.7527,15.7472,15.6117,15.6210,15.6495,15.7018,15.629382,15.583850,828.365620
108,15.6064,15.8839,15.5818,15.3845,15.7434,15.7795,15.7386,15.6165,15.7124,15.4965,15.6103,15.5671,15.6436,15.5992,15.4594,15.8874,15.7763,15.3553,15.4353,15.6879,15.6283,15.5944,15.8586,15.3549,15.4874,15.5084,15.5784,15.6557,15.7281,15.6930,15.6120,15.5868,15.7561,15.6595,15.7177,15.5719,15.3975,15.7696,15.6283,15.5760,15.6422,15.6917,15.5481,15.7433,15.7539,15.5181,15.4769,15.6908,15.7181,15.6378,15.7644,15.7112,15.6209,15.5954,15.6236,15.5909,15.3299,15.6571,15.6880,15.9186,15.7572,15.5419,15.4452,15.7014,15.6069,15.5694,15.6526,15.5977,15.9486,15.5541,15.5602,15.5871,15.5845,15.5804,15.8029,15.1324,15.7505,15.5080,15.6584,15.6018,15.6800,15.6853,15.7014,15.6415,15.6051,15.5913,15.6433,15.5905,15.7163,15.7921,15.6436,15.5563,15.6294,15.5838,15.8699,15.9025,15.6189,15.6059,15.6444,15.6716,15.629382,15.583850,828.365620
110,15.6222,15.6778,15.5967,15.4468,15.7829,15.8471,15.7404,15.6171,15.6675,15.5438,15.5073,15.4767,15.2965,15.2257,15.5693,15.6912,15.7683,15.3678,15.4157,15.6984,15.6282,15.5960,15.7229,15.4904,15.3991,15.4616,15.6201,15.5969,15.6875,15.6481,15.5608,15.5954,15.6713,15.6089,15.6272,15.5841,15.4326,15.7415,15.5731,15.1904,15.6394,15.6678,15.5530,15.7338,15.6956,15.5489,15.4471,15.7117,15.6697,15.6084,15.8777,15.8180,15.6013,15.6222,15.6253,15.5889,15.3725,15.6467,15.6424,15.6581,15.9578,15.4760,15.5918,15.6078,15.5610,15.5399,15.4917,15.5021,15.6132,15.5854,15.5925,15.5856,15.5674,15.5791,15.7170,15.3559,15.6728,15.5566,15.6336,15.5864,15.6269,15.5789,15.7363,15.6694,15.6174,15.5875,15.7035,15.6192,15.6598,15.6568,15.6606,15.5234,15.6294,15.5838,15.6956,15.6716,15.6128,15.6186,15.6456,15.6786,15.629382,15.583850,828.365620
112,15.6150,15.7712,15.5944,15.4374,15.7065,15.7161,15.7431,15.6178,15.6677,15.5436,15.6155,15.5716,15.5027,15.4476,15.4211,15.9558,15.8490,15.2424,15.5418,15.6308,15.6240,15.6371,15.6971,15.5162,15.3506,15.4358,15.5915,15.6372,15.6737,15.6328,15.5241,15.6016,15.8072,15.6900,15.7313,15.5700,15.4061,15.7627,15.5728,15.1879,15.6362,15.6412,15.5763,15.6881,15.7039,15.5445,15.5262,15.6562,15.6788,15.6139,15.8182,15.7620,15.5902,15.6374,15.6289,15.5845,15.0129,15.7347,15.6716,15.8250,15.8334,15.5168,15.4668,15.6876,15.6060,15.5688,15.4903,15.5013,15.6820,15.5789,15.4963,15.5902,15.5338,15.5765,15.7397,15.2968,15.8265,15.4604,15.7005,15.6278,15.6957,15.7168,15.7814,15.7054,15.5690,15.6024,15.7013,15.6181,15.7563,15.8877,15.6525,15.5391,15.6294,15.5838,15.9097,15.9553,15.6107,15.6230,15.6376,15.6320,15.629382,15.583850,828.365620
114,15.6049,15.9027,15.5829,15.3894,15.7357,15.7662,15.7751,15.6274,15.7238,15.4845,15.6550,15.6063,15.3565,15.2903,15.4061,15.9826,15.7364,15.4175,15.4710,15.6687,15.6265,15.6119,15.6228,15.5905,15.3365,15.4284,15.4970,15.7705,15.6739,15.6330,15.4805,15.6089,15.7651,15.6649,15.7347,15.5696,15.3470,15.8100,15.5850,15.2737,15.6328,15.6128,15.6184,15.6054,15.8744,15.4545,15.3939,15.7491,15.6615,15.6034,15.7610,15.7080,15.6005,15.6233,15.6176,15.5983,15.5702,15.5983,15.6488,15.6949,15.6662,15.5718,15.3332,15.7729,15.5806,15.5526,15.4872,15.4995,15.7892,15.5689,15.5240,15.5888,15.6177,15.5830,15.6760,15.4626,15.7720,15.4945,15.6671,15.6071,15.6353,15.5957,15.7303,15.6646,15.6398,15.5807,15.6087,15.5740,15.7980,15.9877,15.6455,15.5527,15.6294,15.5838,15.7526,15.7471,15.6116,15.6212,15.6438,15.6680,15.629382,15.583850,828.365620
116,15.6268,15.6174,15.6240,15.5615,15.7598,15.8076,15.7315,15.6144,15.6651,15.5463,15.5108,15.4798,15.2864,15.2148,15.5021,15.8111,15.7615,15.3783,15.5390,15.6323,15.6252,15.6255,15.7772,15.4362,15.3274,15.4235,15.5701,15.6675,15.7749,15.7449,15.5605,15.5954,15.6071,15.5705,15.7194,15.5717,15.4009,15.7668,15.6137,15.4745,15.6347,15.6288,15.5586,15.7227,15.6464,15.5749,15.3823,15.7572,15.6847,15.6175,15.7858,15.7313,15.5855,15.6438,15.6199,15.5955,15.4174,15.6357,15.6526,15.7166,15.9331,15.4841,15.3980,15.7315,15.6106,15.5718,15.5305,15.5252,15.8036,15.5676,15.5939,15.5855,15.6723,15.5872,15.7425,15.2897,15.7012,15.5389,15.6654,15.6061,15.6744,15.6740,15.6706,15.6169,15.5690,15.6024,15.7206,15.6273,15.6503,15.6339,15.6702,15.5048,15.6294,15.5838,15.9075,15.9523,15.5969,15.6520,15.6491,15.6995,15.629382,15.583850,828.365620
118,15.5979,15.9941,15.5699,15.3349,15.6838,15.6772,15.7392,15.6167,15.6479,15.5644,15.6032,15.5609,15.4126,15.3507,15.5190,15.7809,15.7296,15.4280,15.5448,15.6292,15.6265,15.6118,15.6981,15.5152,15.4091,15.4669,15.6169,15.6014,15.6546,15.6117,15.5246,15.6015,15.8619,15.7227,15.6654,15.5790,15.4860,15.6987,15.6006,15.3825,15.6368,15.6464,15.5483,15.7429,15.6472,15.5744,15.3427,15.7850,15.7148,15.6358,15.9073,15.8460,15.5923,15.6345,15.6269,15.5869,15.4865,15.6188,15.6483,15.6917,15.8632,15.5071,15.5091,15.6606,15.5950,15.5618,15.4057,15.4511,15.9761,15.5515,15.5301,15.5886,15.5322,15.5763,15.7840,15.1815,15.8320,15.4569,15.6716,15.6099,15.6592,15.6435,15.7505,15.6808,15.6210,15.5864,15.6016,15.5706,15.7353,15.8374,15.6570,15.5304,15.6294,15.5838,15.6480,15.6086,15.6107,15.6231,15.6361,15.6232,15.629382,15.583850,828.365620
120,15.6016,15.9461,15.6032,15.4741,15.7369,15.7683,15.6985,15.6045,15.7239,15.4844,15.5418,15.5070,15.4484,15.3892,15.5012,15.8127,15.8565,15.2307,15.4982,15.6542,15.6269,15.6085,15.6762,15.5371,15.3237,15.4216,15.5312,15.7223,15.6744,15.6337,15.5022,15.6052,15.6341,15.5867,15.7194,15.5717,15.2822,15.8619,15.5724,15.1851,15.6378,15.6548,15.5674,15.7055,15.6435,15.5764,15.6011,15.6037,15.7208,15.6394,15.7208,15.6701,15.6108,15.6092,15.6260,15.5880,15.3183,15.6600,15.6402,15.6454,15.8303,15.5179,15.4712,15.6848,15.5633,15.5414,15.5401,15.5308,15.7279,15.5747,15.5292,15.5886,15.5984,15.5815,15.7376,15.3024,15.7032,15.5376,15.6663,15.6067,15.6345,15.5941,15.7176,15.6544,15.6388,15.5810,15.6561,15.5966,15.7581,15.8921,15.6376,15.5679,15.6294,15.5838,15.5939,15.5369,15.6267,15.5894,15.6402,15.6471,15.629382,15.583850,828.365620
122,15.6287,15.5931,15.5924,15.4292,15.7826,15.8465,15.7933,15.6329,15.6750,15.5359,15.5624,15.5250,15.2224,15.1460,15.4348,15.9314,15.7331,15.4225,15.5312,15.6365,15.6276,15.6014,15.7843,15.4291,15.3009,15.4095,15.5724,15.6642,15.7612,15.7297,15.5405,15.5988,15.8111,15.6923,15.6833,15.5765,15.4694,15.7119,15.6022,15.3935,15.6378,15.6549,15.5402,15.7589,15.7575,15.5162,15.3636,15.7703,15.6858,15.6182,15.8718,15.8125,15.6116,15.6082,15.6183,15.5975,15.2411,15.6789,15.6624,15.7723,15.7013,15.5602,15.5999,15.6027,15.5696,15.5455,15.5800,15.5545,15.8997,15.5586,15.5534,15.5875,15.5622,15.5787,15.6341,15.5715,15.6166,15.5918,15.6653,15.6061,15.6652,15.6556,15.8526,15.7625,15.5794,15.5992,15.6777,15.6069,15.6576,15.6515,15.6694,15.5064,15.6294,15.5838,15.7577,15.7538,15.6085,15.6276,15.6443,15.6709,15.629382,15.583850,828.365620
124,15.6161,15.7567,15.5833,15.3910,15.7065,15.7160,15.6706,15.5962,15.6788,15.5319,15.5530,15.5168,15.5775,15.5281,15.4828,15.8456,15.8388,15.2583,15.4248,15.6935,15.6248,15.6293,15.7339,15.4795,15.5478,15.5405,15.6157,15.6031,15.6486,15.6051,15.5110,15.6038,15.7562,15.6595,15.6962,15.5748,15.5658,15.6348,15.5782,15.2255,15.6372,15.6497,15.5733,15.6938,15.8463,15.4693,15.2995,15.8152,15.7035,15.6289,15.8698,15.8106,15.6076,15.6136,15.6271,15.5866,15.5006,15.6154,15.6698,15.8146,15.6923,15.5632,15.3862,15.7391,15.6011,15.5657,15.2960,15.3860,15.7763,15.5701,15.5982,15.5853,15.5294,15.5761,15.7667,15.2267,15.8081,15.4719,15.6671,15.6071,15.6705,15.6663,15.7266,15.6617,15.5996,15.5930,15.6533,15.5952,15.7136,15.7855,15.6440,15.5556,15.6294,15.5838,15.7465,15.7390,15.6168,15.6103,15.6409,15.6512,15.629382,15.583850,828.365620
126,15.6071,15.8748,15.6099,15.5022,15.6833,15.6763,15.7894,15.6317,15.7467,15.4605,15.5282,15.4951,15.4479,15.3886,15.5491,15.7272,15.7296,15.4279,15.6001,15.5995,15.6221,15.6560,15.8241,15.3893,15.6175,15.5775,15.5151,15.7449,15.6857,15.6461,15.6121,15.5868,15.6803,15.6143,15.7598,15.5662,15.4868,15.6980,15.6074,15.4301,15.6330,15.6146,15.5769,15.6869,15.7228,15.5345,15.3895,15.7521,15.7082,15.6318,15.8466,15.7888,15.6219,15.5941,15.6217,15.5932,15.2257,15.6826,15.6540,15.7244,15.9477,15.4793,15.5995,15.6029,15.5723,15.5472,15.5141,15.5154,15.7498,15.5726,15.5364,15.5883,15.6088,15.5823,15.6618,15.4994,15.7561,15.5045,15.6717,15.6100,15.6835,15.6923,15.6903,15.6326,15.6029,15.5920,15.7136,15.6240,15.6920,15.7338,15.6280,15.5866,15.6294,15.5838,15.8020,15.8125,15.6175,15.6088,15.6418,15.6566,15.629382,15.583850,828.365620
128,15.6197,15.7098,15.5639,15.3098,15.7783,15.8392,15.7626,15.6237,15.6050,15.6095,15.5360,15.5019,15.4748,15.4175,15.4815,15.8478,15.6485,15.5541,15.4266,15.6926,15.6245,15.6321,15.7510,15.4624,15.2529,15.3840,15.5316,15.7217,15.7238,15.6883,15.4965,15.6062,15.6929,15.6218,15.6959,15.5748,15.5307,15.6629,15.5975,15.3608,15.6348,15.6296,15.6043,15.6330,15.8221,15.4821,15.6368,15.5786,15.6783,15.6136,15.6924,15.6433,15.6127,15.6067,15.6130,15.6039,15.3418,15.6542,15.6620,15.7703,15.5877,15.5975,15.3616,15.7548,15.5760,15.5496,15.4454,15.4747,15.7090,15.5764,15.6159,15.5845,15.6251,15.5835,15.7270,15.3299,15.7537,15.5060,15.6823,15.6166,15.6789,15.6830,15.8199,15.7363,15.5804,15.5989,15.6745,15.6054,15.6866,15.7209,15.6761,15.4934,15.6294,15.5838,15.8485,15.8742,15.6125,15.6193,15.6306,15.5909,15.629382,15.583850,828.365620
130,15.6123,15.8058,15.5753,15.3572,15.7509,15.7922,15.8557,15.6515,15.7090,15.5002,15.5230,15.4905,15.5515,15.5001,15.6018,15.6331,15.7803,15.3492,15.5585,15.6219,15.6297,15.5806,15.6280,15.5852,15.6674,15.6040,15.5730,15.6634,15.6571,15.6145,15.5999,15.5888,15.6084,15.5713,15.6732,15.5779,15.4838,15.7004,15.5878,15.2929,15.6359,15.6390,15.5967,15.6480,15.7275,15.5321,15.4310,15.7230,15.7075,15.6313,16.0429,15.9739,15.5936,15.6328,15.6228,15.5919,15.5352,15.6069,15.6679,15.8040,15.8193,15.5215,15.3818,15.7419,15.6003,15.5652,15.4363,15.4693,15.9727,15.5518,15.5215,15.5890,15.5830,15.5803,15.7312,15.3189,15.8141,15.4682,15.6725,15.6105,15.6658,15.6568,15.6767,15.6217,15.6010,15.5926,15.6685,15.6025,15.7141,15.7866,15.6585,15.5276,15.6294,15.5838,15.8681,15.9002,15.6166,15.6108,15.6540,15.7278,15.629382,15.583850,828.365620
132,15.6184,15.7267,15.6222,15.5539,15.7703,15.8254,15.7022,15.6056,15.6871,15.5231,15.5368,15.5026,15.1510,15.0692,15.5013,15.8126,15.7428,15.4075,15.5706,15.6153,15.6251,15.6265,15.8329,15.3805,15.4586,15.4932,15.5207,15.7371,15.8142,15.7882,15.5690,15.5940,15.7978,15.6844,15.6996,15.5743,15.5308,15.6628,15.6000,15.3787,15.6348,15.6297,15.5191,15.8002,15.7904,15.4989,15.5192,15.6611,15.6708,15.6090,15.6111,15.5666,15.6169,15.6009,15.6202,15.5951,15.3510,15.6520,15.6690,15.8100,15.7584,15.5415,15.6752,15.5546,15.5729,15.5476,15.4780,15.4940,15.7083,15.5765,15.5667,15.5868,15.5315,15.5763,15.6818,15.4474,15.7050,15.5365,15.6233,15.5801,15.6527,15.6306,15.8217,15.7377,15.5950,15.5945,15.6886,15.6121,15.7081,15.7723,15.6515,15.5411,15.6294,15.5838,15.6034,15.5494,15.6083,15.6282,15.6377,15.6323,15.629382,15.583850,828.365620
134,15.6043,15.9110,15.5701,15.3356,15.7427,15.7781,15.8585,15.6524,15.6918,15.5182,15.5333,15.4995,15.4623,15.4040,15.4930,15.8273,15.7967,15.3237,15.4881,15.6596,15.6247,15.6303,15.8045,15.4089,15.3402,15.4303,15.5957,15.6314,15.6796,15.6394,15.5235,15.6017,15.6842,15.6166,15.6668,15.5788,15.1658,15.9551,15.6079,15.4336,15.6328,15.6129,15.5652,15.7098,15.7876,15.5004,15.4102,15.7376,15.6785,15.6137,15.8281,15.7713,15.6073,15.6140,15.6202,15.5951,15.3185,15.6599,15.6768,15.8543,15.6598,15.5739,15.4293,15.7116,15.6224,15.5794,15.4345,15.4682,15.9198,15.5568,15.5525,15.5875,15.5961,15.5813,15.7706,15.2165,15.7691,15.4963,15.6867,15.6192,15.6419,15.6089,15.7051,15.6444,15.5989,15.5932,15.6395,15.5887,15.6610,15.6597,15.6626,15.5196,15.6294,15.5838,15.8294,15.8488,15.6101,15.6243,15.6457,15.6796,15.629382,15.583850,828.365620
136,15.6117,15.8140,15.5705,15.3374,15.8189,15.9089,15.8109,15.6381,15.7213,15.4872,15.6617,15.6122,15.3961,15.3329,15.5455,15.7337,15.8769,15.1991,15.5321,15.6360,15.6278,15.5999,15.7598,15.4536,15.4576,15.4927,15.5312,15.7223,15.7456,15.7124,15.5904,15.5904,15.8051,15.6888,15.6962,15.5748,15.3656,15.7951,15.5948,15.3421,15.6320,15.6056,15.5760,15.6885,15.8460,15.4695,15.4721,15.6942,15.6485,15.5955,15.8385,15.7811,15.5992,15.6251,15.6165,15.5996,15.0751,15.7195,15.6566,15.7395,15.8641,15.5068,15.4501,15.6983,15.6273,15.5825,15.4199,15.4595,15.6954,15.5777,15.5975,15.5854,15.5469,15.5775,15.6746,15.4663,15.7978,15.4783,15.7066,15.6315,15.6641,15.6535,15.6967,15.6377,15.5896,15.5961,15.6828,15.6093,15.7942,15.9786,15.6482,15.5473,15.6294,15.5838,15.7221,15.7067,15.6293,15.5839,15.6364,15.6252,15.629382,15.583850,828.365620
138,15.6289,15.5897,15.5593,15.2902,15.6733,15.6592,15.7293,15.6137,15.6514,15.5607,15.4957,15.4665,15.5583,15.5073,15.4533,15.8982,15.7513,15.3943,15.4991,15.6537,15.6261,15.6164,15.7824,15.4310,15.4844,15.5069,15.5182,15.7407,15.6609,15.6187,15.4990,15.6058,15.6700,15.6081,15.6391,15.5825,15.6129,15.5971,15.6034,15.4021,15.6471,15.7332,15.5068,15.8244,15.6116,15.5932,15.4687,15.6966,15.7293,15.6446,15.8796,15.8199,15.6009,15.6227,15.6176,15.5983,15.5971,15.5918,15.6478,15.6889,15.8146,15.5230,15.4461,15.7008,15.5885,15.5576,15.6492,15.5956,15.7040,15.5769,15.6018,15.5852,15.5990,15.5815,15.7390,15.2986,15.6828,15.5504,15.6014,15.5665,15.6564,15.6380,15.7389,15.6714,15.5708,15.6019,15.6700,15.6032,15.6636,15.6658,15.6640,15.5168,15.6294,15.5838,15.7847,15.7897,15.5955,15.6550,15.6360,15.6228,15.629382,15.583850,828.365620
140,15.6008,15.9562,15.6087,15.4972,15.7192,15.7379,15.8349,15.6453,15.7234,15.4850,15.5552,15.5188,15.2801,15.2080,15.6030,15.6310,15.6819,15.5021,15.5311,15.6365,15.6254,15.6235,15.7408,15.4726,15.3383,15.4293,15.5542,15.6898,15.7378,15.7038,15.4867,15.6079,15.7486,15.6550,15.7297,15.5703,15.2862,15.8586,15.5750,15.2034,15.6313,15.5998,15.5473,15.7448,15.7597,15.5150,15.3631,15.7706,15.6978,15.6254,15.7831,15.7288,15.5908,15.6366,15.6204,15.5949,15.3376,15.6552,15.6610,15.7642,15.7910,15.5308,15.3875,15.7382,15.6071,15.5695,15.3983,15.4467,15.9045,15.5582,15.5431,15.5879,15.5581,15.5783,15.7466,15.2790,15.7853,15.4862,15.7472,15.6566,15.6636,15.6523,15.8024,15.7222,15.5983,15.5934,15.6679,15.6022,15.6146,15.5484,15.6447,15.5541,15.6294,15.5838,15.8733,15.9070,15.6164,15.6111,15.6440,15.6694,15.629382,15.583850,828.365620
142,15.6249,15.6424,15.5801,15.3776,15.8410,15.9467,15.7235,15.6120,15.7007,15.5089,15.5400,15.5054,15.4694,15.4117,15.5479,15.7293,15.8084,15.3055,15.5469,15.6281,15.6272,15.6056,15.8060,15.4074,15.5543,15.5440,15.6225,15.5935,15.7367,15.7025,15.5861,15.5911,15.7798,15.6737,15.6814,15.5768,15.5050,15.6835,15.6356,15.6274,15.6429,15.6976,15.5411,15.7570,15.7897,15.4992,15.4902,15.6815,15.6627,15.6041,15.8987,15.8379,15.6187,15.5984,15.6270,15.5868,15.1182,15.7090,15.6975,15.9727,15.8096,15.5247,15.4757,15.6820,15.6473,15.5954,15.4299,15.4654,15.7213,15.5753,15.4618,15.5918,15.5701,15.5793,15.6239,15.5981,15.7982,15.4781,15.6558,15.6001,15.6748,15.6747,15.7153,15.6526,15.5833,15.5980,15.6659,15.6013,15.6969,15.7457,15.6545,15.5351,15.6294,15.5838,15.7042,15.6830,15.6254,15.5923,15.6276,15.5731,15.629382,15.583850,828.365620
